datatype,kind,id,latitude,longitude,city,type,status,country
physicalStore,Zara,16315,21.0763015,105.8117286,HA NOI,Mall,OPEN,Vietnam
physicalStore,Zara,16155,23.05742,72.52082,AHMEDABAD,Mall,OPEN,India
physicalStore,Zara,1270,4.695799,-74.08704,BOGOTA,Mall,OPEN,Colombia
physicalStore,Zara,11858,4.732694,-74.06671,BOGOTA,Mall,OPEN,Colombia
physicalStore,Zara,3750,4.7022,-74.04153333,BOGOTA,Mall,OPEN,Colombia
physicalStore,Zara,3880,4.66698333,-74.05313888,BOGOTA,Street,OPEN,Colombia
physicalStore,Zara,12102,4.65188,-74.12607,BOGOTA,Mall,OPEN,Colombia
physicalStore,Zara,9305,24.88479,118.59519,QUANZHOU,Mall,OPEN,Mainland China
physicalStore,Zara,6473,22.2858409,114.2170366,TAI KOO,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,9030,22.3224469,114.2137301,KOWLOON BAY,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,3454,22.278163,114.1821159,CAUSEWAY BAY,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,3472,22.299115399999998,114.1683089,TSIM SHA TSUI,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,3703,22.3057269,114.1616969,TSIM SHA TSUI,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,3453,22.2771944,114.1653611,ADMIRAITY,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,3349,22.28575,114.15815,CENTRAL,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,1492,22.2826433,114.1555979,CENTRAL,Street,OPEN,Hong Kong S.A.R.
physicalStore,Zara,1363,22.3233128,114.2581857,TSEUNG KWAN O,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,3689,22.382134399999998,114.1889277,SHA TIN,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,9102,22.4454874,114.0352284,YUEN LONG,Mall,OPEN,Hong Kong S.A.R.
physicalStore,Zara,9175,22.318795,113.937578,CHEK LAP KOK,Airport,OPEN,Hong Kong S.A.R.
physicalStore,Zara,10325,24.689115,46.683144,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,9174,24.693734,46.669648,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,3520,24.5590674,46.6343738,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,3623,24.7426924,46.6786238,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,3856,24.742997,46.657682,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,13891,24.750992,46.652218,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,6443,24.768295000000002,46.716287,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,13612,24.740442,46.624374,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,9221,24.7814424,46.7278738,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,10326,24.773868,46.775844,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,12429,24.777065,46.799343,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,14734,24.82848,46.727436,RIYADH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,7065,-33.41717,-70.60643,PROVIDENCIA,Mall,OPEN,Chile
physicalStore,Zara,7083,-33.45311594,-70.56926239,LA REINA,Mall,OPEN,Chile
physicalStore,Zara,7009,-33.40119265,-70.57924747,LAS CONDES,Mall,OPEN,Chile
physicalStore,Zara,7031,-33.51062699,-70.60662294,LA FLORIDA,Mall,OPEN,Chile
physicalStore,Zara,7053,-33.51684391,-70.7164405,CERRILLOS,Mall,OPEN,Chile
physicalStore,Zara,7023,-33.39093648,-70.54607285,LAS CONDES,Mall,OPEN,Chile
physicalStore,Zara,7035,-33.35885049,-70.5163472,LO BARNECHEA,Mall,OPEN,Chile
physicalStore,Zara,3813,32.02605,118.78045,NANJING,Mall,OPEN,Mainland China
physicalStore,Zara,12860,31.99894,118.71665,NANJING,Mall,OPEN,Mainland China
physicalStore,Zara,12388,31.99894,118.71665,NANJING,Mall,OPEN,Mainland China
physicalStore,Zara,3624,-7.26303817,112.7390308,SURABAYA,Mall,OPEN,Indonesia
physicalStore,Zara,6456,-7.27596578,112.7821843,SURABAYA,Mall,OPEN,Indonesia
physicalStore,Zara,11940,-7.28890727,112.6756697,SURABAYA,Mall,OPEN,Indonesia
physicalStore,Zara,6474,21.1457,72.7571,SURAT,Mall,OPEN,India
physicalStore,Zara,14858,41.803596,123.471504,SHENYANG,Mall,OPEN,Mainland China
physicalStore,Zara,57,40.42016388,-3.70416944,MADRID,Street,OPEN,Spain
physicalStore,Zara,62,40.41828055,-3.704875,MADRID,Street,OPEN,Spain
physicalStore,Zara,14766,40.4236782,-3.7107866,MADRID,Street,OPEN,Spain
physicalStore,Zara,55,40.43049722,-3.70300833,MADRID,Street,OPEN,Spain
physicalStore,Zara,6479,40.426575,-3.687627,MADRID,Street,OPEN,Spain
physicalStore,Zara,231,40.43072222,-3.71633888,MADRID,Street,OPEN,Spain
physicalStore,Zara,61,40.42674444,-3.67555,MADRID,Street,OPEN,Spain
physicalStore,Zara,11640,40.447534,-3.69258,MADRID,Street,OPEN,Spain
physicalStore,Zara,12188,40.391117,-3.701552,MADRID,Mall,OPEN,Spain
physicalStore,Zara,16299,40.479984,-3.7063527,MADRID,Mall,OPEN,Spain
physicalStore,Zara,290,40.3644,-3.73778,MADRID,Mall,OPEN,Spain
physicalStore,Zara,14957,40.34029,-3.7290611,LEGANES,Mall,OPEN,Spain
physicalStore,Zara,199,40.4469894,-3.5864038,MADRID,Mall,OPEN,Spain
physicalStore,Zara,523,40.369335,-3.597636,MADRID,Mall,OPEN,Spain
physicalStore,Zara,126,40.51879119,-3.65545988,ALCOBENDAS,Mall,OPEN,Spain
physicalStore,Zara,208,40.358409,-3.8321,ALCORCON,Mall,OPEN,Spain
physicalStore,Zara,140,40.4528923,-3.86846995,MAJADAHONDA,Mall,OPEN,Spain
physicalStore,Zara,247,40.54031,-3.612268,SAN SEBASTIAN DE LOS REYES,Mall,OPEN,Spain
physicalStore,Zara,287,40.33723449,-3.52460598,RIVAS-VACIAMADRID,Mall,OPEN,Spain
physicalStore,Zara,699,40.490437,-3.899717,MAJADAHONDA,Mall,OPEN,Spain
physicalStore,Zara,13640,40.47603,-3.47833,TORREJON DE ARDOZ,Mall,OPEN,Spain
physicalStore,Zara,216,40.300686,-3.928122,ARROYOMOLINOS,Mall,OPEN,Spain
physicalStore,Zara,11810,25.7669179,-80.1925339,MIAMI,Mall,OPEN,United States
physicalStore,Zara,6401,25.790415,-80.132217,MIAMI BEACH,Street,OPEN,United States
physicalStore,Zara,16086,25.690186,-80.31467,MIAMI,Mall,OPEN,United States
physicalStore,Zara,12063,25.957940999999998,-80.14264,AVENTURA,Mall,OPEN,United States
physicalStore,Zara,9069,1.30513888,103.83162777,SINGAPORE,Mall,OPEN,Singapore
physicalStore,Zara,9033,1.304181,103.83178,SINGAPORE,Mall,OPEN,Singapore
physicalStore,Zara,3621,1.272062,103.82344,SINGAPORE,Mall,OPEN,Singapore
physicalStore,Zara,6455,1.283802,103.859317,SINGAPORE,Mall,OPEN,Singapore
physicalStore,Zara,12484,1.35021,103.9855,SINGAPORE,Mall,OPEN,Singapore
physicalStore,Zara,3347,29.740555,-95.46295,HOUSTON,Mall,OPEN,United States
physicalStore,Zara,1223,29.781019999999998,-95.539978,HOUSTON,Mall,OPEN,United States
physicalStore,Zara,10737,29.960034999999998,-95.539201,HOUSTON,Mall,OPEN,United States
physicalStore,Zara,6477,32.86883,-96.77392,DALLAS,Mall,OPEN,United States
physicalStore,Zara,3486,32.93171,-96.81943,DALLAS,Mall,OPEN,United States
physicalStore,Zara,10989,39.941165240000004,-75.02495596,CHERRY HILL,Mall,OPEN,United States
physicalStore,Zara,12214,40.08794,-75.39218,KING OF PRUSSIA,Mall,OPEN,United States
physicalStore,Zara,3966,43.7781,-79.34481,TORONTO,Mall,OPEN,Canada
physicalStore,Zara,3159,43.72582,-79.45033,TORONTO,Mall,OPEN,Canada
physicalStore,Zara,3194,43.6545039,-79.3811117,TORONTO,Mall,OPEN,Canada
physicalStore,Zara,9249,43.776007,-79.257939,SCARBOROUGH,Mall,OPEN,Canada
physicalStore,Zara,3315,43.64938,-79.3922428,TORONTO,Street,OPEN,Canada
physicalStore,Zara,9292,43.8683345,-79.2878486,MARKHAM,Mall,OPEN,Canada
physicalStore,Zara,11808,43.6111734,-79.5566318,ETOBICOKE,Mall,OPEN,Canada
physicalStore,Zara,9277,43.593711400000004,-79.6428477,MISSISSAUGA,Mall,OPEN,Canada
physicalStore,Zara,3914,20.64736,-103.32062,GUADALAJARA,Mall,OPEN,Mexico
physicalStore,Zara,3017,20.6738,-103.40498,ZAPOPAN,Mall,OPEN,Mexico
physicalStore,Zara,3823,20.71005,-103.41125,ZAPOPAN,Mall,OPEN,Mexico
physicalStore,Zara,12614,20.6443855,-103.4119322,GUADALAJARA,Mall,OPEN,Mexico
physicalStore,Zara,3382,20.67704,-103.4302,GUADALAJARA,Mall,OPEN,Mexico
physicalStore,Zara,12679,20.5691725,-103.4537218,JALISCO,Mall,OPEN,Mexico
physicalStore,Zara,3972,38.9125,121.586389,DALIAN,Mall,OPEN,Mainland China
physicalStore,Zara,3602,39.951412,32.83294,ANKARA,Mall,OPEN,Turkey
physicalStore,Zara,251,39.909011,32.77629,ANKARA,Mall,OPEN,Turkey
physicalStore,Zara,3737,39.84796,32.83329,ANKARA,Mall,OPEN,Turkey
physicalStore,Zara,3991,39.8996748,32.6916214,ANKARA,Mall,OPEN,Turkey
physicalStore,Zara,12335,39.98328,32.610527,ANKARA,Mall,OPEN,Turkey
physicalStore,Zara,9119,36.065556,120.37389,QINGDAO,Mall,OPEN,Mainland China
physicalStore,Zara,3249,25.638102,-100.314059,MONTERREY,Mall,OPEN,Mexico
physicalStore,Zara,361,25.649137,-100.336381,SAN PEDRO GARZA GARCIA,Mall,OPEN,Mexico
physicalStore,Zara,12748,25.658865,-100.354487,MONTERREY,Mall,OPEN,Mexico
physicalStore,Zara,3031,25.681769,-100.35477,MONTERREY,Mall,OPEN,Mexico
physicalStore,Zara,3508,25.6512266,-100.3596963,SAN PEDRO GARZA GARCIA,Mall,OPEN,Mexico
physicalStore,Zara,10633,25.577218000000002,-100.244999,MONTERREY,Mall,OPEN,Mexico
physicalStore,Zara,684,25.731512000000002,-100.395585,MONTERREY,Mall,OPEN,Mexico
physicalStore,Zara,11655,-19.920554,-43.920047,BELO HORIZONTE,Mall,OPEN,Brazil
physicalStore,Zara,7022,-19.974678,-43.944379,BELO HORIZONTE,Mall,OPEN,Brazil
physicalStore,Zara,9318,34.7163985,113.6444655,ZHENGZHOU,Mall,OPEN,Mainland China
physicalStore,Zara,9697,34.768262,113.770298,ZHENGZHOU,Mall,OPEN,Mainland China
physicalStore,Zara,3797,33.84664,-84.36307,ATLANTA,Mall,OPEN,United States
physicalStore,Zara,12359,33.923519999999996,-84.34082,ATLANTA,Mall,OPEN,United States
physicalStore,Zara,3238,38.8631473,-77.0599691,ARLINGTON,Mall,OPEN,United States
physicalStore,Zara,6442,38.918012,-77.220367,MC LEAN,Mall,OPEN,United States
physicalStore,Zara,3747,39.023787999999996,-77.145306,BETHESDA,Mall,OPEN,United States
physicalStore,Zara,7094,-37.813727,144.96467,MELBOURNE,Street,OPEN,Australia
physicalStore,Zara,7080,-37.774056,144.888671,MELBOURNE,Mall,OPEN,Australia
physicalStore,Zara,7078,-37.884637,145.083204,MELBOURNE,Mall,OPEN,Australia
physicalStore,Zara,1382,-37.784936,145.125757,MELBOURNE,Mall,OPEN,Australia
physicalStore,Zara,12785,52.52032,13.414864999999999,BERLIN,Mall,OPEN,Germany
physicalStore,Zara,3742,52.518349,13.389909,BERLIN,Street,OPEN,Germany
physicalStore,Zara,9245,52.510025,13.379598999999999,BERLIN,Mall,OPEN,Germany
physicalStore,Zara,3137,52.503305,13.339419,BERLIN,Street,OPEN,Germany
physicalStore,Zara,4833,52.584825,13.286591,BERLIN,Mall,OPEN,Germany
physicalStore,Zara,9254,36.6644444,117.0175,JINAN,Mall,OPEN,Mainland China
physicalStore,Zara,12892,36.6583333,117.09527800000001,JINAN,Mall,OPEN,Mainland China
physicalStore,Zara,9051,31.168858,29.931263,ALEXANDRIA,Mall,OPEN,Egypt
physicalStore,Zara,7093,-33.87064,151.20837,SYDNEY,Mall,OPEN,Australia
physicalStore,Zara,7074,-33.890946,151.250764,SYDNEY,Mall,OPEN,Australia
physicalStore,Zara,6481,-33.797973999999996,151.183741,SYDNEY,Mall,OPEN,Australia
physicalStore,Zara,7089,-33.777212,151.118391,SYDNEY,Mall,OPEN,Australia
physicalStore,Zara,10730,-33.817675,151.00241,SYDNEY,Mall,OPEN,Australia
physicalStore,Zara,1379,-34.034941,151.099401,SYDNEY,Mall,OPEN,Australia
physicalStore,Zara,300,41.38531944,2.17343611,BARCELONA,Street,OPEN,Spain
physicalStore,Zara,30,41.38553611,2.16952777,BARCELONA,Street,OPEN,Spain
physicalStore,Zara,11836,41.386705,2.168771,BARCELONA,Street,OPEN,Spain
physicalStore,Zara,160,41.38938,2.168531,BARCELONA,Street,OPEN,Spain
physicalStore,Zara,127,41.40388,2.188688,BARCELONA,Mall,OPEN,Spain
physicalStore,Zara,1181,41.399856,2.155481,BARCELONA,Street,OPEN,Spain
physicalStore,Zara,117,41.393652,2.147366,BARCELONA,Street,OPEN,Spain
physicalStore,Zara,115,41.38977432,2.13541388,BARCELONA,Mall,OPEN,Spain
physicalStore,Zara,180,41.4104,2.21577,BARCELONA,Mall,OPEN,Spain
physicalStore,Zara,209,41.359066,2.12888,L'HOSPITALET DE LLOBREGAT,Mall,OPEN,Spain
physicalStore,Zara,171,41.4395506,2.1986154,BARCELONA,Mall,OPEN,Spain
physicalStore,Zara,12270,41.376694,2.098373,ESPLUGUES DE LLOBREGAT,Mall,OPEN,Spain
physicalStore,Zara,288,41.34811,2.077703,CORNELLA DE LLOBREGAT,Mall,OPEN,Spain
physicalStore,Zara,11242,41.489416,2.1091757,CERDANYOLA DEL VALLES,Street,PROVISIONAL,Spain
physicalStore,Zara,139,41.48241,2.052426,SANT CUGAT DEL VALLES,Mall,OPEN,Spain
physicalStore,Zara,260,41.283836,1.986766,CASTELLDEFELS,Mall,OPEN,Spain
physicalStore,Zara,29,41.54619444,2.10917222,SABADELL,Street,OPEN,Spain
physicalStore,Zara,31,41.56116388,2.00756944,TERRASSA,Street,OPEN,Spain
physicalStore,Zara,165,41.55469131,2.43474006,MATARO,Mall,OPEN,Spain
physicalStore,Zara,7069,-33.904545,18.420102999999997,CAPE TOWN,Mall,OPEN,South Africa
physicalStore,Zara,10704,-33.89307,18.511605,CAPE TOWN,Mall,OPEN,South Africa
physicalStore,Zara,14631,21.55639,39.185050000000004,JEDDAH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,3519,21.577143,39.196371,JEDDAH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,3088,21.5169444,39.2191667,JEDDAH,Street,OPEN,Saudi Arabia
physicalStore,Zara,6485,21.50921,39.224766,JEDDAH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,11719,21.59319,39.228245,JEDDAH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,3917,21.632442,39.153873000000004,JEDDAH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,14822,21.627777000000002,39.11111,JEDDAH,Mall,OPEN,Saudi Arabia
physicalStore,Zara,14672,28.23936938,112.97921146,CHANGSHA,Mall,OPEN,Mainland China
physicalStore,Zara,12447,28.19587,112.9719,CHANGSHA,Mall,OPEN,Mainland China
physicalStore,Zara,12261,28.19587,112.9719,CHANGSHA,Mall,OPEN,Mainland China
physicalStore,Zara,13960,28.1196,112.93354,CHANGSHA,Mall,OPEN,Mainland China
physicalStore,Zara,3753,42.3498945,-71.0806834,BOSTON,Street,OPEN,United States
physicalStore,Zara,3701,42.3013905,-71.3828674,NATICK,Mall,OPEN,United States
physicalStore,Zara,14706,38.398026,27.068516,İZMİR,Mall,OPEN,Turkey
physicalStore,Zara,3643,38.45034027,27.2086791,İZMİR,Mall,OPEN,Turkey
physicalStore,Zara,12747,38.4784351,27.0743432,İZMİR,Mall,OPEN,Turkey
physicalStore,Zara,11754,38.338486,27.134638,İZMİR,Mall,OPEN,Turkey
physicalStore,Zara,9071,25.052911,102.6953049,KUNMING,Mall,OPEN,Mainland China
physicalStore,Zara,13520,25.02583333,102.711944,KUNMING,Mall,OPEN,Mainland China
physicalStore,Zara,1280,43.8394444,125.23694444,CHANGCHUN,Mall,OPEN,Mainland China
physicalStore,Zara,9116,43.8214454,87.588558,URUMQI / WULUMUQI,Mall,OPEN,Mainland China
physicalStore,Zara,6438,31.31352,120.62091,SUZHOU,Street,OPEN,Mainland China
physicalStore,Zara,12280,31.31861111,120.6736111,SUZHOU,Mall,OPEN,Mainland China
physicalStore,Zara,14633,31.40333,120.60195,SUZHOU,Mall,OPEN,Mainland China
physicalStore,Zara,5665,-3.755748,-38.488605,FORTALEZA,Mall,OPEN,Brazil
physicalStore,Zara,5656,-3.74098,-38.471991,FORTALEZA,Mall,OPEN,Brazil
physicalStore,Zara,6422,33.504026,-111.9289302,SCOTTSDALE,Mall,OPEN,United States
physicalStore,Zara,10853,31.964053,35.9084698,AMMAN,Mall,OPEN,Jordan
physicalStore,Zara,3619,31.98033,35.837434,AMMAN,Mall,OPEN,Jordan
physicalStore,Zara,7579,31.8011111,117.223889,HEFEI,Mall,OPEN,Mainland China
physicalStore,Zara,1403,38.04305556,114.501111,SHIJIAZHUANG,Mall,OPEN,Mainland China
physicalStore,Zara,9027,29.87287,121.54962,NINGBO,Mall,OPEN,Mainland China
physicalStore,Zara,1256,35.338812,139.446008,FUJISAWA,Mall,OPEN,Japan
physicalStore,Zara,6439,35.455162,139.388812,EBINA,Mall,OPEN,Japan
physicalStore,Zara,11827,42.56139,-83.18389,TROY,Mall,OPEN,United States
physicalStore,Zara,3082,45.5015319,-73.5716696,MONTREAL,Mall,OPEN,Canada
physicalStore,Zara,3473,45.5282718,-73.6480281,MONT-ROYAL,Mall,OPEN,Canada
physicalStore,Zara,282,45.4465431,-73.4364772,BROSSARD,Mall,OPEN,Canada
physicalStore,Zara,9278,45.5047486,-73.378404,SAINT-BRUNO-DE-MONTARVILLE,Mall,OPEN,Canada
physicalStore,Zara,3160,45.5693864,-73.7501696,LAVAL,Mall,OPEN,Canada
physicalStore,Zara,3910,45.4639018,-73.8309668,POINTE-CLAIRE,Mall,OPEN,Canada
physicalStore,Zara,3286,45.6298112,-73.8194403,ROSEMERE,Mall,OPEN,Canada
physicalStore,Zara,3896,37.8171109,112.558301,TAIYUAN,Mall,OPEN,Mainland China
physicalStore,Zara,1364,22.81629,108.38051,NANNING,Mall,OPEN,Mainland China
physicalStore,Zara,10915,3.58206139,98.67137118,MEDAN,Mall,OPEN,Indonesia
physicalStore,Zara,3895,45.76916667,126.61416667,HARBIN,Mall,OPEN,Mainland China
physicalStore,Zara,9099,45.701838,126.594333,HARBIN,Mall,OPEN,Mainland China
physicalStore,Zara,9025,45.701838,126.594333,HARBIN,Mall,OPEN,Mainland China
physicalStore,Zara,6424,47.6116825,-122.3372406,SEATTLE,Mall,OPEN,United States
physicalStore,Zara,7998,47.61432,-122.376,BELLEVUE,Mall,OPEN,United States
physicalStore,Zara,12430,47.82964,-122.27357,LYNNWOOD,Mall,OPEN,United States
physicalStore,Zara,3329,33.599998,-7.619999,CASABLANCA,Street,OPEN,Morocco
physicalStore,Zara,9269,33.576065,-7.7068,CASABLANCA,Mall,OPEN,Morocco
physicalStore,Zara,9286,26.035785,119.275847,FUZHOU,Mall,OPEN,Mainland China
physicalStore,Zara,12386,36.75111,2.95212,ALGIERS,Mall,OPEN,Algeria
physicalStore,Zara,4863,36.712193,3.196871,ALGIERS,Mall,OPEN,Algeria
physicalStore,Zara,14653,27.991782,120.70802,WENZHOU,Mall,OPEN,Mainland China
physicalStore,Zara,3611,37.78484,-122.40667,SAN FRANCISCO,Mall,OPEN,United States
physicalStore,Zara,3441,37.78862,-122.40624,SAN FRANCISCO,Street,OPEN,United States
physicalStore,Zara,11828,37.72733,-122.4773,SAN FRANCISCO,Mall,OPEN,United States
physicalStore,Zara,13670,25.251875300000002,55.331448800000004,DUBAI,Mall,OPEN,United Arab Emirates
physicalStore,Zara,12190,25.221867,55.353577,DUBAI,Mall,OPEN,United Arab Emirates
physicalStore,Zara,13521,25.1984,55.27814,DUBAI,Mall,OPEN,United Arab Emirates
physicalStore,Zara,9044,25.2157919,55.4078538,DUBAI,Mall,OPEN,United Arab Emirates
physicalStore,Zara,13701,25.316847199999998,55.455547100000004,SHARJAH,Mall,OPEN,United Arab Emirates
physicalStore,Zara,13861,25.1019,55.2396,DUBAI,Mall,OPEN,United Arab Emirates
physicalStore,Zara,3488,25.1171835,55.2020429,DUBAI,Mall,OPEN,United Arab Emirates
physicalStore,Zara,6434,28.685611,115.860155,NANCHANG,Mall,OPEN,Mainland China
physicalStore,Zara,9315,28.685611,115.860155,NANCHANG,Mall,OPEN,Mainland China
physicalStore,Zara,9302,35.155406,129.060927,BUSAN,Street,OPEN,South Korea
physicalStore,Zara,14970,35.16923,129.131306,BUSAN,Mall,OPEN,South Korea
physicalStore,Zara,6406,35.230071,129.08816,BUSAN,Street,OPEN,South Korea
physicalStore,Zara,9140,35.098383,129.035734,BUSAN,Mall,OPEN,South Korea
physicalStore,Zara,9177,40.8343179,111.734203,HOHHOT,Mall,OPEN,Mainland China
physicalStore,Zara,9324,26.853288,75.805278,JAIPUR,Mall,OPEN,India
physicalStore,Zara,13959,26.605,106.614167,GUIYANG,Mall,OPEN,Mainland China
physicalStore,Zara,3996,32.7676288,-117.1685668,SAN DIEGO,Mall,OPEN,United States
physicalStore,Zara,7013,32.8704075,-117.2112103,SAN DIEGO,Mall,OPEN,United States
physicalStore,Zara,3337,37.97966111,23.73195277,ATHINA,Street,OPEN,Greece
physicalStore,Zara,3046,37.98346,23.72856,ATHINA,Street,OPEN,Greece
physicalStore,Zara,341,37.976242,23.729329,ATHINA,Street,OPEN,Greece
physicalStore,Zara,322,37.975726,23.732677,ATHINA,Street,OPEN,Greece
physicalStore,Zara,332,37.999151,23.733167,ATHINA,Street,OPEN,Greece
physicalStore,Zara,3452,37.999646,23.733022,ATHINA,Street,OPEN,Greece
physicalStore,Zara,352,37.957776,23.704854,KALLITHEA,Street,OPEN,Greece
physicalStore,Zara,3654,37.946786,23.711199999999998,NEA SMYRNI,Street,OPEN,Greece
physicalStore,Zara,12758,37.980183,23.679472,AIGALEO,Mall,OPEN,Greece
physicalStore,Zara,9145,37.93945,23.74021,ATHINA,Mall,OPEN,Greece
physicalStore,Zara,3639,38.021607,23.79908,CHALANDRI,Street,OPEN,Greece
physicalStore,Zara,3364,38.045569,23.757747000000002,NEA IONIA,Street,OPEN,Greece
physicalStore,Zara,3695,38.047026,23.75949,NEA IONIA,Street,OPEN,Greece
physicalStore,Zara,3826,38.034048,23.792868,MAROUSI,Mall,OPEN,Greece
physicalStore,Zara,323,37.943813,23.647658,PIREAS,Street,OPEN,Greece
physicalStore,Zara,387,37.941194,23.64768,PIREAS,Street,OPEN,Greece
physicalStore,Zara,3525,38.045506,23.790337,MAROUSI,Mall,OPEN,Greece
physicalStore,Zara,3131,38.071744,23.813429,KIFISIA,Street,OPEN,Greece
physicalStore,Zara,3328,37.860269,23.754045,GLYFADA,Street,OPEN,Greece
physicalStore,Zara,12109,37.98503,23.912518,SPATA-ARTEMIDA,Mall,OPEN,Greece
physicalStore,Zara,15980,38.10348,23.5814,ASPROPYRGOS,Street,PROVISIONAL,Greece
physicalStore,Zara,6451,31.491111,120.298888,WUXI,Mall,OPEN,Mainland China
physicalStore,Zara,1466,31.58354,120.39038,WUXI,Mall,OPEN,Mainland China
physicalStore,Zara,1474,24.1644993,120.6379509,TAICHUNG,Mall,OPEN,"Taiwan, China"
physicalStore,Zara,3710,14.621518,-90.55323,CIUDAD DE GUATEMALA,Mall,OPEN,Guatemala
physicalStore,Zara,3933,14.598561,-90.506935,CIUDAD DE GUATEMALA,Mall,OPEN,Guatemala
physicalStore,Zara,6603,14.551590000000001,-90.454731,CIUDAD DE GUATEMALA,Mall,OPEN,Guatemala
physicalStore,Zara,13892,29.3741,47.986225,KUWAIT,Mall,OPEN,Kuwait
physicalStore,Zara,3053,29.329404,48.00393,KUWAIT,Mall,OPEN,Kuwait
physicalStore,Zara,3218,29.339104,48.065968,SALMIYA,Mall,OPEN,Kuwait
physicalStore,Zara,3675,29.339075,48.06597,ALRAI,Mall,OPEN,Kuwait
physicalStore,Zara,9309,29.17491,48.098103,KUWAIT,Mall,OPEN,Kuwait
physicalStore,Zara,3387,47.49541944,19.05158055,BUDAPEST,Street,OPEN,Hungary
physicalStore,Zara,3861,47.474449,19.048971,BUDAPEST,Mall,OPEN,Hungary
physicalStore,Zara,6465,47.513664,19.059658,BUDAPEST,Mall,OPEN,Hungary
physicalStore,Zara,3806,47.49891,19.091578,BUDAPEST,Mall,OPEN,Hungary
physicalStore,Zara,10392,47.464843,19.023687000000002,BUDAPEST,Mall,OPEN,Hungary
physicalStore,Zara,3386,47.502473,19.136958,BUDAPEST,Mall,OPEN,Hungary
physicalStore,Zara,16455,41.3162,69.21524,TASHKENT,Mall,OPEN,Uzbekistan
physicalStore,Zara,3850,50.49385452,30.5585994,KYIV,Mall,OPEN,Ukraine
physicalStore,Zara,9021,50.50569915,30.4982776,KYIV,Mall,OPEN,Ukraine
physicalStore,Zara,12507,50.406704,30.610521,KYIV,Mall,OPEN,Ukraine
physicalStore,Zara,14690,50.37485,30.447943,KYIV,Mall,OPEN,Ukraine
physicalStore,Zara,11916,50.496962,30.357573,KYIV,Mall,OPEN,Ukraine
physicalStore,Zara,1384,37.405357,126.684162,INCHEON,Mall,OPEN,South Korea
physicalStore,Zara,11794,37.380957,126.659154,INCHEON,Mall,OPEN,South Korea
physicalStore,Zara,3213,52.477375,-1.89463333,BIRMINGHAM,Mall,OPEN,United Kingdom
physicalStore,Zara,3299,52.411941999999996,-1.77831,SOLIHULL,Mall,OPEN,United Kingdom
physicalStore,Zara,12085,40.20751,28.99578,BURSA,Mall,OPEN,Turkey
physicalStore,Zara,3738,40.25151062,28.958436900000002,BURSA,Mall,OPEN,Turkey
physicalStore,Zara,10991,44.85607,-93.24141,BLOOMINGTON,Mall,OPEN,United States
physicalStore,Zara,3859,27.964427999999998,-82.521675,TAMPA,Mall,OPEN,United States
physicalStore,Zara,7039,-15.791172,-47.883218,BRASILIA,Mall,OPEN,Brazil
physicalStore,Zara,7058,-15.720335,-47.885841,BRASILIA,Mall,OPEN,Brazil
physicalStore,Zara,7024,-15.833465,-47.955315999999996,BRASILIA,Mall,OPEN,Brazil
physicalStore,Zara,14813,48.775765,9.176087,STUTTGART,Street,OPEN,Germany
physicalStore,Zara,1460,48.791245,9.183149,STUTTGART,Mall,OPEN,Germany
physicalStore,Zara,3126,48.703863,9.031663,SINDELFINGEN,Mall,OPEN,Germany
physicalStore,Zara,3184,48.921202,9.148929,LUDWIGSBURG,Mall,OPEN,Germany
physicalStore,Zara,9226,41.901766,12.48049,ROMA,Street,OPEN,Italy
physicalStore,Zara,1265,41.88434,12.510844,ROMA,Street,OPEN,Italy
physicalStore,Zara,3591,41.81741517,12.45926873,ROMA,Mall,OPEN,Italy
physicalStore,Zara,3680,41.97038,12.539927,ROMA,Mall,OPEN,Italy
physicalStore,Zara,12059,41.88426973,12.60754257,ROMA,Mall,OPEN,Italy
